StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q5,Q4,Q7,Q19,Q19_5_TEXT,Q9,Q9_5_TEXT,Q6,Q18,Q13,Q15,Q11,Q23,Q12,Q14,Q17,Q24,Q8,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q1,Q21,Q31,Q33,Q32,Q37,Q38,Q39,Q34
2022-04-18 06:15:23,2022-04-18 06:41:47,IP Address,99.91.124.186,100,1584,True,2022-04-18 06:41:48,R_2pXJ1XrFvTcfuai,,,,,33.6163,-84.2945,anonymous,EN,1,My first job was regarding marketting,middle class,20,"Information or technical guidance regarding job or job search process (e.g. you spoke with your mother about general job duties, candidate requirements, hiring process, etc.),Direct job referral (e.g. your mother submitted you as a candidate to the job directly or your mother hired you for your first significant job),Connection to others (e.g. you asked your mother to connect you to her friends/acquaintances so that you could speak to them for information or job opportunities/referrals)",,"Information or technical guidance regarding job or job search process (e.g. you spoke with your father about general job duties, candidate requirements, hiring process, etc.),Direct job referral (e.g. your father submitted you as a candidate to the job directly or your father hired you for your first significant job)",,"Personal friend(s)/acquaintance(s) (that you met independently),Friend(s)/acquaintance(s) first met through parent,Friend(s)/acquaintance(s) first met through sibling",Yes,Close,Daily,middle class,Bachelor's Degree,Close,Daily,Yes,Bachelor's Degree,middle class,,,Connection to other individuals,Direct job referral,Connection to other individuals,,,,25-34,Bachelor's Degree,White,Female,No,middle class,Father,,Current time of my life
2022-04-18 06:38:58,2022-04-18 06:42:10,IP Address,174.198.9.185,100,192,True,2022-04-18 06:42:11,R_1mOdSzteSgiNMkN,,,,,40.0764,-75.1678,anonymous,EN,1,I was a pharmacy technician just out of college. I didn’t have any experience or know anything about the job so it was all learning on the fly.,working class,3,"Information or technical guidance regarding job or job search process (e.g. you spoke with your mother about general job duties, candidate requirements, hiring process, etc.)",,Connection to others (e.g. you asked your father to connect you to his friends/acquaintances so that you could speak to them for information or job opportunities/referrals),,Sibling(s),No,Close,Daily,working class,High School,Especially close,Daily,No,High School,working class,Connection to other individuals,,,,,,,,18-24,Bachelor's Degree,White,Male,No,working class,Father,,Event/time of my first significant job search experience
2022-04-18 06:35:16,2022-04-18 06:42:16,IP Address,68.11.25.137,100,419,True,2022-04-18 06:42:16,R_3q7OExTNSb5utdd,,,,,29.9317,-90.1026,anonymous,EN,1,"In my early-20s while still in school, I took a job at a psychiatric hospital as a Nursing Assistant, eventually a Group Leader, later entrusted with my own program as a Senior Group Leader.",middle class,5,I did not approach or discuss with my mother for any of the above functions,,I did not approach or discuss with my father for any of the above functions,,Personal friend(s)/acquaintance(s) (that you met independently),No,Close,Daily,middle class,Bachelor's Degree,Less than close,Daily,No,Bachelor's Degree,middle class,,,Direct job referral,,,,,,18-24,High School,White,Male,No,working class,Personal friend(s)/acquaintance(s) (that you met independently),,Event/time of my first significant job search experience
2022-04-18 06:40:58,2022-04-18 06:43:52,IP Address,170.39.186.70,100,174,True,2022-04-18 06:43:53,R_1iswx3xfm9EeZSP,,,,,39.018,-77.539,anonymous,EN,1,"heir success or failure at the company is, in part, in your hands. And along with learning a new job, you also have to teach them theirs. With so much sudden responsibility, you might feel overwhelmed.",working class,5,Direct job referral (e.g. your mother submitted you as a candidate to the job directly or your mother hired you for your first significant job),,Direct job referral (e.g. your father submitted you as a candidate to the job directly or your father hired you for your first significant job),,"Sibling(s),Relative(s)",Yes,Close,Weekly,working class,Bachelor's Degree,Close,Monthly,Yes,Bachelor's Degree,working class,Connection to other individuals,Direct job referral,,,,,,,18-24,Bachelor's Degree,White,Male,No,working class,Relative(s),,Event/time of my first significant job search experience
2022-04-18 06:09:17,2022-04-18 06:47:12,IP Address,104.58.194.30,100,2275,True,2022-04-18 06:47:13,R_Ov6gmW8sw0pBu2B,,,,,32.5532,-94.7755,anonymous,EN,1,My first significant job was working as a rep in the money center of walmart. It was my first major job and I was getting paid a lot of money.,working class,2,I did not approach or discuss with my mother for any of the above functions,,I did not approach or discuss with my father for any of the above functions,,Sibling(s),No,Close,Daily,working class,Master's Degree,Close,Daily,cannot answer,High School,middle class,Did not reach out to them for these reasons,,,,,,,,18-24,High School,Black or African American,Female,No,middle class,Sibling(s),,Event/time of my first significant job search experience
2022-04-18 06:45:34,2022-04-18 06:48:25,IP Address,45.61.175.69,100,170,True,2022-04-18 06:48:25,R_RWCwVnNJk5nIQYV,,,,,40.7876,-74.06,anonymous,EN,1,"Manager - The success or failure at the company is, in part, in your hands. And along with learning a new job, you also have to teach them theirs. With so much sudden responsibility, you might feel overwhelmed.",middle class,5,"Information or technical guidance regarding job or job search process (e.g. you spoke with your mother about general job duties, candidate requirements, hiring process, etc.),Direct job referral (e.g. your mother submitted you as a candidate to the job directly or your mother hired you for your first significant job)",,"Information or technical guidance regarding job or job search process (e.g. you spoke with your father about general job duties, candidate requirements, hiring process, etc.),Direct job referral (e.g. your father submitted you as a candidate to the job directly or your father hired you for your first significant job)",,"Friend(s)/acquaintance(s) first met through parent,Friend(s)/acquaintance(s) first met through sibling",Yes,Close,Daily,middle class,Bachelor's Degree,Close,Daily,Yes,Bachelor's Degree,middle class,,,,Direct job referral,Direct job referral,,,,25-34,Bachelor's Degree,White,Male,No,middle class,Friend(s)/acquaintance(s) first met through sibling,,Event/time of my first significant job search experience
2022-04-18 06:44:38,2022-04-18 06:49:39,IP Address,173.52.96.205,100,301,True,2022-04-18 06:49:39,R_3nwRzTyYDuSNYIT,,,,,40.7292,-73.7514,anonymous,EN,0.8999999761581421,My first significant job was as a store clerk. I was responsible for maintaining a store isle and assisting customers with product related inquiries. I was also responsible for maintaining inventory and coordinating my activities with other team members.,middle class,2,"Information or technical guidance regarding job or job search process (e.g. you spoke with your mother about general job duties, candidate requirements, hiring process, etc.)",,I did not approach or discuss with my father for any of the above functions,,Personal friend(s)/acquaintance(s) (that you met independently),No,Close,Daily,middle class,Bachelor's Degree,Distant,Less often,No,High School,middle class,,,Information or technical guidance regarding job or job search process,,,,,,18-24,High School,Black or African American,Male,No,middle class,Personal friend(s)/acquaintance(s) (that you met independently),,Event/time of my first significant job search experience
2022-04-18 06:49:05,2022-04-18 06:53:22,IP Address,71.56.150.223,100,257,True,2022-04-18 06:53:23,R_2c1uTHH60PUbNMM,,,,,44.5928,-123.2746,anonymous,EN,1,"I was a mental health worker.  I assisted with oversight and care of mental health patients. ",working class,5,"Information or technical guidance regarding job or job search process (e.g. you spoke with your mother about general job duties, candidate requirements, hiring process, etc.)",,"Information or technical guidance regarding job or job search process (e.g. you spoke with your father about general job duties, candidate requirements, hiring process, etc.)",,Personal friend(s)/acquaintance(s) (that you met independently),Yes,Especially close,Daily,working class,Bachelor's Degree,Especially close,Daily,No,High School,working class,,,Information or technical guidance regarding job or job search process,,,,,,18-24,Trade School,White,Male,No,working class,Mother,,Event/time of my first significant job search experience
2022-04-18 06:43:40,2022-04-18 06:55:32,IP Address,68.54.214.71,100,712,True,2022-04-18 06:55:32,R_3Hk9LjSE4wZj5kE,,,,,39.2051,-85.9324,anonymous,EN,1,"Trainee-Engineer. First job was significant to me. I was given exposure to different departments, short period for every department. It gave me an exciting exposure what was practically going on in different departments. I was told to notice whatever was going throughout the company so that I will be able to understand when I will be given the authority. ",middle class,15,Connection to others (e.g. you asked your mother to connect you to her friends/acquaintances so that you could speak to them for information or job opportunities/referrals),,"Information or technical guidance regarding job or job search process (e.g. you spoke with your father about general job duties, candidate requirements, hiring process, etc.),Connection to others (e.g. you asked your father to connect you to his friends/acquaintances so that you could speak to them for information or job opportunities/referrals)",,"Sibling(s),Relative(s)",No,Especially close,Weekly,middle class,Bachelor's Degree,Especially close,Weekly,No,Bachelor's Degree,middle class,Information or technical guidance regarding job or job search process,"Information or technical guidance regarding job or job search process,Connection to other individuals",,,,,,,18-24,Bachelor's Degree,Asian,Female,No,middle class,Relative(s),,Event/time of my first significant job search experience
2022-04-18 07:04:43,2022-04-18 07:07:05,IP Address,202.182.64.66,100,141,True,2022-04-18 07:07:05,R_3gRyDQRuldicOzd,,,,,40.7683,-73.9802,anonymous,EN,0.800000011920929,This is very very good,working class,5,"Information or technical guidance regarding job or job search process (e.g. you spoke with your mother about general job duties, candidate requirements, hiring process, etc.)",,"Information or technical guidance regarding job or job search process (e.g. you spoke with your father about general job duties, candidate requirements, hiring process, etc.)",,Sibling(s),Yes,Especially close,Daily,working class,Master's Degree,Especially close,Daily,Yes,Master's Degree,working class,Information or technical guidance regarding job or job search process,,,,,,,,25-34,Master's Degree,Black or African American,Female,No,working class,Mother,,Event/time of my first significant job search experience
2022-04-18 07:05:06,2022-04-18 07:09:52,IP Address,98.103.183.138,100,286,True,2022-04-18 07:09:52,R_1CHgL2CsYipYQtv,,,,,43.0538,-88.3976,anonymous,EN,1,My first significant job was teller at a credit union.,lower class,3,"Information or technical guidance regarding job or job search process (e.g. you spoke with your mother about general job duties, candidate requirements, hiring process, etc.),I did not approach or discuss with my mother for any of the above functions",,"Information or technical guidance regarding job or job search process (e.g. you spoke with your father about general job duties, candidate requirements, hiring process, etc.),Connection to others (e.g. you asked your father to connect you to his friends/acquaintances so that you could speak to them for information or job opportunities/referrals),I did not approach or discuss with my father for any of the above functions",,Personal friend(s)/acquaintance(s) (that you met independently),No,Less than close,Weekly,lower class,High School,Less than close,Weekly,No,High School,lower class,,,Information or technical guidance regarding job or job search process,,,,,,18-24,High School,White,Female,No,lower class,Personal friend(s)/acquaintance(s) (that you met independently),,Event/time of my first significant job search experience
2022-04-18 07:05:10,2022-04-18 07:11:01,IP Address,98.5.202.151,100,351,True,2022-04-18 07:11:01,R_3KUeK1O0f4GoNAj,,,,,42.8861,-78.7457,anonymous,EN,1,"Right down the road closer than any neighboring house was a pizza and ice cream shop, yum! Brick oven pizza and hand churned ice cream, yes please! Best first job experience ever!",middle class,20,I did not approach or discuss with my mother for any of the above functions,,I did not approach or discuss with my father for any of the above functions,,"Sibling(s),Relative(s),Personal friend(s)/acquaintance(s) (that you met independently),Friend(s)/acquaintance(s) first met through sibling,Friend(s)/acquaintance(s) first met through personal friend",No,Distant,Less often,middle class,Master's Degree,Less than close,Monthly,No,Master's Degree,middle class,Information or technical guidance regarding job or job search process,Information or technical guidance regarding job or job search process,Information or technical guidance regarding job or job search process,,Information or technical guidance regarding job or job search process,,Information or technical guidance regarding job or job search process,,18-24,High School,White,Male,No,working class,Personal friend(s)/acquaintance(s) (that you met independently),,Event/time of my first significant job search experience
2022-04-18 07:10:28,2022-04-18 07:12:40,IP Address,71.60.112.107,100,132,True,2022-04-18 07:12:41,R_bPXXkmbGsBB0gU1,,,,,40.4467,-79.6842,anonymous,EN,0.8999999761581421,local grocery store,working class,3,I did not approach or discuss with my mother for any of the above functions,,I did not approach or discuss with my father for any of the above functions,,Friend(s)/acquaintance(s) first met through personal friend,No,Close,Weekly,working class,High School,Close,Weekly,No,Bachelor's Degree,middle class,,,,,,,Connection to other individuals,,25-34,High School,White,Male,No,working class,Friend(s)/acquaintance(s) first met through personal friend,,Event/time of my first significant job search experience
2022-04-18 07:10:29,2022-04-18 07:15:32,IP Address,73.223.35.187,100,303,True,2022-04-18 07:15:32,R_31L39N59oiNRygY,,,,,37.7201,-121.919,anonymous,EN,0.8999999761581421,"My first regular job was selling food (popcorn, candy, soda) at a local movie theater.",lower class,5,"Information or technical guidance regarding job or job search process (e.g. you spoke with your mother about general job duties, candidate requirements, hiring process, etc.)",,I did not approach or discuss with my father for any of the above functions,,Personal friend(s)/acquaintance(s) (that you met independently),No,Especially close,Daily,lower class,High School,Close,Daily,No,Middle School,lower class,,,Direct job referral,,,,,,18-24,High School,White,Female,No,lower class,Personal friend(s)/acquaintance(s) (that you met independently),,Event/time of my first significant job search experience
2022-04-18 07:22:05,2022-04-18 07:25:32,IP Address,163.116.147.40,100,206,True,2022-04-18 07:25:32,R_3qBvkR6gJcJdWlS,,,,,39.7388,-104.9868,anonymous,EN,0.8999999761581421,I worked for a bank. I was in the marketing department and did web projects and social media. It was not great.,middle class,25,"Information or technical guidance regarding job or job search process (e.g. you spoke with your mother about general job duties, candidate requirements, hiring process, etc.)",,Connection to others (e.g. you asked your father to connect you to his friends/acquaintances so that you could speak to them for information or job opportunities/referrals),,I did not speak with anyone above,No,Especially close,Daily,middle class,High School,Close,Daily,Yes,Bachelor's Degree,middle class,,,,,,,,,35-44,Master's Degree,White,Male,No,middle class,,Mother,Event/time of my first significant job search experience
2022-04-18 07:23:35,2022-04-18 07:26:52,IP Address,173.24.227.204,100,196,True,2022-04-18 07:26:52,R_28FMYO5Q56mn7gM,,,,,37.168,-93.3039,anonymous,EN,1,My first real job was working full time as a customer service agent in a large call center,working class,2,I did not approach or discuss with my mother for any of the above functions,,I did not approach or discuss with my father for any of the above functions,,Personal friend(s)/acquaintance(s) (that you met independently),No,Close,Weekly,working class,High School,Close,Weekly,No,High School,working class,,,"Information or technical guidance regarding job or job search process,Direct job referral",,,,,,18-24,High School,White,Male,No,working class,Personal friend(s)/acquaintance(s) (that you met independently),,Event/time of my first significant job search experience
2022-04-18 07:24:07,2022-04-18 07:27:23,IP Address,202.182.65.218,100,195,True,2022-04-18 07:27:24,R_3JtqiSzX3R7V8sk,,,,,40.7683,-73.9802,anonymous,EN,0.800000011920929,"I am passionate about my work. Because I love what I do, I have a steady source of motivation that drives me to do my best. In my last job, this passion led me to challenge myself daily and learn new skills that helped me to do better work. For example, I taught myself how to use Photoshop to improve the quality of our photos and graphics. I soon became the go-to person for any design needs.",middle class,12,"Information or technical guidance regarding job or job search process (e.g. you spoke with your mother about general job duties, candidate requirements, hiring process, etc.)",,I did not approach or discuss with my father for any of the above functions,,Friend(s)/acquaintance(s) first met through personal friend,Yes,Especially close,Daily,middle class,Bachelor's Degree,Especially close,Daily,No,Bachelor's Degree,middle class,,,,,,,Connection to other individuals,,25-34,Bachelor's Degree,White,Female,No,middle class,Mother,,Event/time of my first significant job search experience
2022-04-18 07:27:37,2022-04-18 07:32:01,IP Address,75.118.12.226,100,263,True,2022-04-18 07:32:01,R_3prMWGVwiaCDbM7,,,,,40.0818,-82.9665,anonymous,EN,1,I was in charge of a small team of people working on a software development project,middle class,4,"Information or technical guidance regarding job or job search process (e.g. you spoke with your mother about general job duties, candidate requirements, hiring process, etc.)",,"Information or technical guidance regarding job or job search process (e.g. you spoke with your father about general job duties, candidate requirements, hiring process, etc.)",,Personal friend(s)/acquaintance(s) (that you met independently),No,Close,Weekly,middle class,High School,Close,Weekly,No,High School,middle class,,,Information or technical guidance regarding job or job search process,,,,,,25-34,Bachelor's Degree,White,Male,No,middle class,Personal friend(s)/acquaintance(s) (that you met independently),,Event/time of my first significant job search experience
2022-04-18 07:15:35,2022-04-18 07:35:20,IP Address,68.37.57.37,100,1184,True,2022-04-18 07:35:21,R_2QEfzFt3OvQtvDf,,,,,42.6442,-82.8985,anonymous,EN,0.8999999761581421,i m very sincere that job and  develop professionally,working class,5,"Information or technical guidance regarding job or job search process (e.g. you spoke with your mother about general job duties, candidate requirements, hiring process, etc.),Direct job referral (e.g. your mother submitted you as a candidate to the job directly or your mother hired you for your first significant job)",,Connection to others (e.g. you asked your father to connect you to his friends/acquaintances so that you could speak to them for information or job opportunities/referrals),,"Personal friend(s)/acquaintance(s) (that you met independently),Friend(s)/acquaintance(s) first met through sibling",Yes,Close,Daily,middle class,Bachelor's Degree,Close,Daily,Yes,Bachelor's Degree,working class,,,Direct job referral,,Connection to other individuals,,,,35-44,Bachelor's Degree,White,Female,No,middle class,Mother,,Current time of my life
2022-04-18 07:33:55,2022-04-18 07:40:09,IP Address,73.145.241.252,100,373,True,2022-04-18 07:40:09,R_300sxneIo4yZXHc,,,,,42.4327,-83.0396,anonymous,EN,1,Engineer Trainee - The first job was significant to me. I was given an opportunity to have a glance over all departments to see the functions of every department and I was specifically told to notice the functions so that I will be able to understand and decide when given the authority.,middle class,5,Connection to others (e.g. you asked your mother to connect you to her friends/acquaintances so that you could speak to them for information or job opportunities/referrals),,"Information or technical guidance regarding job or job search process (e.g. you spoke with your father about general job duties, candidate requirements, hiring process, etc.),Connection to others (e.g. you asked your father to connect you to his friends/acquaintances so that you could speak to them for information or job opportunities/referrals)",,"Sibling(s),Relative(s)",No,Especially close,Weekly,middle class,Bachelor's Degree,Especially close,Weekly,No,Bachelor's Degree,middle class,Information or technical guidance regarding job or job search process,"Information or technical guidance regarding job or job search process,Connection to other individuals",,,,,,,18-24,Bachelor's Degree,Asian,Female,No,middle class,Relative(s),,Event/time of my first significant job search experience
2022-04-18 07:41:38,2022-04-18 07:43:38,IP Address,75.167.10.127,100,120,True,2022-04-18 07:43:39,R_wLFTqUZezbL71yF,,,,,33.7529,-112.0893,anonymous,EN,1,Package handler at FedEx,working class,1,I did not approach or discuss with my mother for any of the above functions,,I did not approach or discuss with my father for any of the above functions,,I did not speak with anyone above,No,Close,Daily,working class,High School,Less than close,Weekly,No,High School,working class,,,,,,,,,25-34,Bachelor's Degree,White,Male,No,working class,,Mother,Event/time of my first significant job search experience
2022-04-18 07:48:34,2022-04-18 07:53:25,IP Address,174.53.15.77,100,290,True,2022-04-18 07:53:25,R_1OPHe7hNZj8FtYI,,,,,34.8108,-92.2249,anonymous,EN,1,"I was an Intelligence Analyst in the Army.  I was responsible for combining the human, signals and other types of intelligence into reports for the command staff.",middle class,5,I did not approach or discuss with my mother for any of the above functions,,"Information or technical guidance regarding job or job search process (e.g. you spoke with your father about general job duties, candidate requirements, hiring process, etc.)",,Personal friend(s)/acquaintance(s) (that you met independently),No,Especially close,Daily,middle class,Bachelor's Degree,Close,Daily,No,Ph.D. or higher,middle class,,,Information or technical guidance regarding job or job search process,,,,,,18-24,High School,White,Male,No,working class,Father,,Event/time of my first significant job search experience
2022-04-18 07:53:58,2022-04-18 07:55:50,IP Address,209.170.246.130,100,111,True,2022-04-18 07:55:51,R_2bVO3SnrAZnFvOw,,,,,39.5691,-75.163,anonymous,EN,0.8999999761581421,To design garden baskets and accessories for retail,working class,5,I did not approach or discuss with my mother for any of the above functions,,"Information or technical guidance regarding job or job search process (e.g. you spoke with your father about general job duties, candidate requirements, hiring process, etc.),Connection to others (e.g. you asked your father to connect you to his friends/acquaintances so that you could speak to them for information or job opportunities/referrals)",,Relative(s),No,Close,Weekly,lower class,Bachelor's Degree,Close,Weekly,No,Bachelor's Degree,upper class,,Did not reach out to them for these reasons,,,,,,,25-34,Bachelor's Degree,White,Female,No,working class,Father,,Event/time of my first significant job search experience
2022-04-18 08:07:49,2022-04-18 08:12:47,IP Address,75.41.166.226,100,297,True,2022-04-18 08:12:47,R_3JaZ2OvGgtYyG9Z,,,,,35.2804,-98.9474,anonymous,EN,0.8999999761581421,I was a sever at a mid-teir restaurant. Taught me a lot about customer service.,working class,3,"Information or technical guidance regarding job or job search process (e.g. you spoke with your mother about general job duties, candidate requirements, hiring process, etc.),Connection to others (e.g. you asked your mother to connect you to her friends/acquaintances so that you could speak to them for information or job opportunities/referrals)",,I did not approach or discuss with my father for any of the above functions,,Personal friend(s)/acquaintance(s) (that you met independently),No,Especially close,Daily,middle class,Ph.D. or higher,Distant,Less often,cannot answer,High School,cannot answer,,,Information or technical guidance regarding job or job search process,,,,,,18-24,High School,White,Female,No,working class,Mother,,Event/time of my first significant job search experience
2022-04-18 08:18:54,2022-04-18 08:25:09,IP Address,108.46.20.23,100,375,True,2022-04-18 08:25:10,R_DejxXME0uW5atbz,,,,,40.6286,-73.939,anonymous,EN,1,"Junior Graphic Designer - creating drafts for small graphic design projects, taking care of the simplest parts of bigger design projects.",middle class,30,"Information or technical guidance regarding job or job search process (e.g. you spoke with your mother about general job duties, candidate requirements, hiring process, etc.),Connection to others (e.g. you asked your mother to connect you to her friends/acquaintances so that you could speak to them for information or job opportunities/referrals)",,"Information or technical guidance regarding job or job search process (e.g. you spoke with your father about general job duties, candidate requirements, hiring process, etc.)",,"Sibling(s),Personal friend(s)/acquaintance(s) (that you met independently),Friend(s)/acquaintance(s) first met through personal friend",No,Close,Daily,middle class,Bachelor's Degree,Close,Daily,No,Bachelor's Degree,middle class,Information or technical guidance regarding job or job search process,,"Information or technical guidance regarding job or job search process,Connection to other individuals",,,,Connection to other individuals,,18-24,Bachelor's Degree,White,Female,No,middle class,Personal friend(s)/acquaintance(s) (that you met independently),,Event/time of my first significant job search experience
